"Index","Ticket","FixVersion"
"633","BOOKKEEPER-526","4.3.0"
"634","BOOKKEEPER-506","4.3.0"
"635","BOOKKEEPER-432","4.3.0"
"636","BOOKKEEPER-429","4.3.0"
"637","BOOKKEEPER-363","4.3.0"
"638","BOOKKEEPER-312","4.3.0"
"639","BOOKKEEPER-926","4.4.0"
"640","BOOKKEEPER-925","4.4.0"
"641","BOOKKEEPER-921","4.4.0"
"642","BOOKKEEPER-920","4.4.0"
"643","BOOKKEEPER-919","4.4.0"
"644","BOOKKEEPER-917","4.4.0"
"645","BOOKKEEPER-914","4.4.0"
"646","BOOKKEEPER-913","4.4.0"
"647","BOOKKEEPER-911","4.4.0"
"648","BOOKKEEPER-910","4.4.0"
"649","BOOKKEEPER-909","4.4.0"
"650","BOOKKEEPER-904","4.4.0"
"651","BOOKKEEPER-902","4.4.0"
"652","BOOKKEEPER-901","4.4.0"
"653","BOOKKEEPER-900","4.4.0"
"654","BOOKKEEPER-899","4.4.0"
"655","BOOKKEEPER-898","4.4.0"
"656","BOOKKEEPER-897","4.4.0"
"657","BOOKKEEPER-896","4.4.0"
"658","BOOKKEEPER-895","4.4.0"
"659","BOOKKEEPER-894","4.4.0"
"660","BOOKKEEPER-893","4.4.0"
"661","BOOKKEEPER-892","4.4.0"
"662","BOOKKEEPER-891","4.4.0"
"663","BOOKKEEPER-890","4.4.0"
"664","BOOKKEEPER-889","4.4.0"
"665","BOOKKEEPER-888","4.4.0"
"666","BOOKKEEPER-886","4.4.0"
"667","BOOKKEEPER-885","4.4.0"
"668","BOOKKEEPER-883","4.4.0"
"669","BOOKKEEPER-883","4.3.2"
"670","BOOKKEEPER-880","4.4.0"
"671","BOOKKEEPER-879","4.4.0"
"672","BOOKKEEPER-877","4.4.0"
"673","BOOKKEEPER-870","4.4.0"
"674","BOOKKEEPER-868","4.4.0"
"675","BOOKKEEPER-867","4.4.0"
"676","BOOKKEEPER-866","4.4.0"
"677","BOOKKEEPER-863","4.4.0"
"678","BOOKKEEPER-862","4.4.0"
"679","BOOKKEEPER-858","4.4.0"
"680","BOOKKEEPER-855","4.4.0"
"681","BOOKKEEPER-854","4.4.0"
"682","BOOKKEEPER-854","4.3.1"
"683","BOOKKEEPER-851","4.4.0"
"684","BOOKKEEPER-850","4.4.0"
"685","BOOKKEEPER-849","4.4.0"
"686","BOOKKEEPER-848","4.4.0"
"687","BOOKKEEPER-846","4.4.0"
"688","BOOKKEEPER-846","4.3.1"
"689","BOOKKEEPER-844","4.4.0"
"690","BOOKKEEPER-841","4.4.0"
"691","BOOKKEEPER-840","4.4.0"
"692","BOOKKEEPER-840","4.3.1"
"693","BOOKKEEPER-839","4.4.0"
"694","BOOKKEEPER-839","4.3.1"
"695","BOOKKEEPER-838","4.4.0"
"696","BOOKKEEPER-838","4.3.1"
"697","BOOKKEEPER-837","4.4.0"
"698","BOOKKEEPER-837","4.3.1"
"699","BOOKKEEPER-836","4.4.0"
"700","BOOKKEEPER-835","4.4.0"
"701","BOOKKEEPER-835","4.3.1"
"702","BOOKKEEPER-834","4.4.0"
"703","BOOKKEEPER-834","4.3.1"
"704","BOOKKEEPER-833","4.4.0"
"705","BOOKKEEPER-833","4.3.1"
"706","BOOKKEEPER-832","4.4.0"
"707","BOOKKEEPER-831","4.4.0"
"708","BOOKKEEPER-830","4.4.0"
"709","BOOKKEEPER-828","4.4.0"
"710","BOOKKEEPER-827","4.4.0"
"711","BOOKKEEPER-823","4.4.0"
"712","BOOKKEEPER-821","4.4.0"
"713","BOOKKEEPER-820","4.4.0"
"714","BOOKKEEPER-820","4.3.1"
"715","BOOKKEEPER-814","4.4.0"
"716","BOOKKEEPER-814","4.3.1"
"717","BOOKKEEPER-813","4.4.0"
"718","BOOKKEEPER-813","4.3.1"
"719","BOOKKEEPER-811","4.4.0"
"720","BOOKKEEPER-811","4.3.1"
"721","BOOKKEEPER-810","4.4.0"
"722","BOOKKEEPER-810","4.3.1"
"723","BOOKKEEPER-809","4.4.0"
"724","BOOKKEEPER-809","4.3.1"
"725","BOOKKEEPER-805","4.4.0"
"726","BOOKKEEPER-805","4.3.1"
"727","BOOKKEEPER-804","4.4.0"
"728","BOOKKEEPER-804","4.3.1"
"729","BOOKKEEPER-803","4.4.0"
"730","BOOKKEEPER-802","4.4.0"
"731","BOOKKEEPER-801","4.4.0"
"732","BOOKKEEPER-797","4.4.0"
"733","BOOKKEEPER-796","4.4.0"
"734","BOOKKEEPER-794","4.4.0"
"735","BOOKKEEPER-793","4.4.0"
"736","BOOKKEEPER-769","4.4.0"
"737","BOOKKEEPER-760","4.4.0"
"738","BOOKKEEPER-687","4.4.0"
"739","BOOKKEEPER-665","4.4.0"
"740","BOOKKEEPER-639","4.4.0"
"741","BOOKKEEPER-634","4.4.0"
"742","BOOKKEEPER-594","4.4.0"
"743","BOOKKEEPER-578","4.4.0"
"744","BOOKKEEPER-537","4.4.0"
"745","BOOKKEEPER-438","4.4.0"
"746","BOOKKEEPER-438","4.3.2"
"747","BOOKKEEPER-752","4.2.3"
"748","BOOKKEEPER-1104","4.5.0"
"749","BOOKKEEPER-1103","4.5.0"
"750","BOOKKEEPER-1102","4.5.0"
"751","BOOKKEEPER-1101","4.5.0"
"752","BOOKKEEPER-1098","4.5.0"
"753","BOOKKEEPER-1097","4.5.0"
"754","BOOKKEEPER-1096","4.5.0"
"755","BOOKKEEPER-1095","4.5.0"
"756","BOOKKEEPER-1094","4.5.0"
"757","BOOKKEEPER-1093","4.5.0"
"758","BOOKKEEPER-1092","4.5.0"
"759","BOOKKEEPER-1091","4.5.0"
"760","BOOKKEEPER-1090","4.5.0"
"761","BOOKKEEPER-1089","4.5.0"
"762","BOOKKEEPER-1088","4.5.0"
"763","BOOKKEEPER-1087","4.5.0"
"764","BOOKKEEPER-1086","4.5.0"
"765","BOOKKEEPER-1085","4.5.0"
"766","BOOKKEEPER-1084","4.5.0"
"767","BOOKKEEPER-1083","4.5.0"
"768","BOOKKEEPER-1079","4.5.0"
"769","BOOKKEEPER-1078","4.5.0"
"770","BOOKKEEPER-1077","4.5.0"
"771","BOOKKEEPER-1076","4.5.0"
"772","BOOKKEEPER-1075","4.5.0"
"773","BOOKKEEPER-1074","4.5.0"
"774","BOOKKEEPER-1073","4.5.0"
"775","BOOKKEEPER-1072","4.5.0"
"776","BOOKKEEPER-1071","4.5.0"
"777","BOOKKEEPER-1070","4.5.0"
"778","BOOKKEEPER-1069","4.5.0"
"779","BOOKKEEPER-1068","4.5.0"
"780","BOOKKEEPER-1067","4.5.0"
"781","BOOKKEEPER-1066","4.5.0"
"782","BOOKKEEPER-1065","4.5.0"
"783","BOOKKEEPER-1064","4.5.0"
"784","BOOKKEEPER-1063","4.5.0"
"785","BOOKKEEPER-1061","4.5.0"
"786","BOOKKEEPER-1060","4.5.0"
"787","BOOKKEEPER-1059","4.5.0"
"788","BOOKKEEPER-1058","4.5.0"
"789","BOOKKEEPER-1056","4.5.0"
"790","BOOKKEEPER-1055","4.5.0"
"791","BOOKKEEPER-1054","4.5.0"
"792","BOOKKEEPER-1053","4.5.0"
"793","BOOKKEEPER-1052","4.5.0"
"794","BOOKKEEPER-1051","4.5.0"
"795","BOOKKEEPER-1050","4.5.0"
"796","BOOKKEEPER-1048","4.5.0"
"797","BOOKKEEPER-1047","4.5.0"
"798","BOOKKEEPER-1046","4.5.0"
"799","BOOKKEEPER-1045","4.5.0"
"800","BOOKKEEPER-1044","4.5.0"
"801","BOOKKEEPER-1043","4.5.0"
"802","BOOKKEEPER-1039","4.5.0"
"803","BOOKKEEPER-1038","4.5.0"
"804","BOOKKEEPER-1034","4.5.0"
"805","BOOKKEEPER-1031","4.5.0"
"806","BOOKKEEPER-1027","4.5.0"
"807","BOOKKEEPER-1022","4.5.0"
"808","BOOKKEEPER-1021","4.5.0"
"809","BOOKKEEPER-1020","4.5.0"
"810","BOOKKEEPER-1019","4.5.0"
"811","BOOKKEEPER-1018","4.5.0"
"812","BOOKKEEPER-1017","4.5.0"
"813","BOOKKEEPER-1013","4.5.0"
"814","BOOKKEEPER-1012","4.5.0"
"815","BOOKKEEPER-1010","4.5.0"
"816","BOOKKEEPER-1008","4.5.0"
"817","BOOKKEEPER-1007","4.5.0"
"818","BOOKKEEPER-1004","4.5.0"
"819","BOOKKEEPER-1003","4.5.0"
"820","BOOKKEEPER-1002","4.5.0"
"821","BOOKKEEPER-1001","4.5.0"
"822","BOOKKEEPER-999","4.5.0"
"823","BOOKKEEPER-998","4.5.0"
"824","BOOKKEEPER-997","4.5.0"
"825","BOOKKEEPER-996","4.5.0"
"826","BOOKKEEPER-992","4.5.0"
"827","BOOKKEEPER-991","4.5.0"
"828","BOOKKEEPER-989","4.5.0"
"829","BOOKKEEPER-988","4.5.0"
"830","BOOKKEEPER-987","4.5.0"
"831","BOOKKEEPER-986","4.5.0"
"832","BOOKKEEPER-984","4.5.0"
"833","BOOKKEEPER-983","4.5.0"
"834","BOOKKEEPER-981","4.5.0"
"835","BOOKKEEPER-980","4.5.0"
"836","BOOKKEEPER-976","4.5.0"
"837","BOOKKEEPER-971","4.5.0"
"838","BOOKKEEPER-970","4.5.0"
"839","BOOKKEEPER-969","4.5.0"
"840","BOOKKEEPER-968","4.5.0"
"841","BOOKKEEPER-967","4.5.0"
"842","BOOKKEEPER-966","4.5.0"
"843","BOOKKEEPER-965","4.5.0"
"844","BOOKKEEPER-964","4.5.0"
"845","BOOKKEEPER-963","4.5.0"
"846","BOOKKEEPER-962","4.5.0"
"847","BOOKKEEPER-961","4.5.0"
"848","BOOKKEEPER-959","4.5.0"
"849","BOOKKEEPER-958","4.5.0"
"850","BOOKKEEPER-956","4.5.0"
"851","BOOKKEEPER-955","4.5.0"
"852","BOOKKEEPER-952","4.5.0"
"853","BOOKKEEPER-950","4.5.0"
"854","BOOKKEEPER-949","4.5.0"
"855","BOOKKEEPER-948","4.5.0"
"856","BOOKKEEPER-946","4.5.0"
"857","BOOKKEEPER-945","4.5.0"
"858","BOOKKEEPER-944","4.5.0"
"859","BOOKKEEPER-943","4.5.0"
"860","BOOKKEEPER-941","4.5.0"
"861","BOOKKEEPER-940","4.5.0"
"862","BOOKKEEPER-939","4.5.0"
"863","BOOKKEEPER-938","4.5.0"
"864","BOOKKEEPER-937","4.5.0"
"865","BOOKKEEPER-935","4.5.0"
"866","BOOKKEEPER-933","4.5.0"
"867","BOOKKEEPER-932","4.5.0"
"868","BOOKKEEPER-931","4.5.0"
"869","BOOKKEEPER-930","4.5.0"
"870","BOOKKEEPER-928","4.5.0"
"871","BOOKKEEPER-927","4.5.0"
"872","BOOKKEEPER-924","4.5.0"
"873","BOOKKEEPER-922","4.5.0"
"874","BOOKKEEPER-912","4.5.0"
"875","BOOKKEEPER-908","4.5.0"
"876","BOOKKEEPER-907","4.5.0"
"877","BOOKKEEPER-903","4.5.0"
"878","BOOKKEEPER-887","4.5.0"
"879","BOOKKEEPER-881","4.5.0"
"880","BOOKKEEPER-874","4.5.0"
"881","BOOKKEEPER-873","4.5.0"
"882","BOOKKEEPER-852","4.5.0"
"883","BOOKKEEPER-772","4.5.0"
"884","BOOKKEEPER-759","4.5.0"
"885","BOOKKEEPER-757","4.5.0"
"886","BOOKKEEPER-748","4.5.0"
"887","BOOKKEEPER-670","4.5.0"
"888","BOOKKEEPER-612","4.5.0"
"889","BOOKKEEPER-588","4.5.0"
"890","BOOKKEEPER-575","4.5.0"
"891","BOOKKEEPER-553","4.5.0"
"892","BOOKKEEPER-552","4.5.0"
"893","BOOKKEEPER-391","4.5.0"
"894","BOOKKEEPER-390","4.5.0"
"895","BOOKKEEPER-1106","4.6.0"
"896","BOOKKEEPER-1105","4.6.0"
"897","BOOKKEEPER-1105","4.5.1"
"898","BOOKKEEPER-1100","4.6.0"
"899","BOOKKEEPER-1057","4.6.0"
"900","BOOKKEEPER-1049","4.6.0"
"901","BOOKKEEPER-1009","4.6.0"
"902","BOOKKEEPER-979","4.6.0"
"903","BOOKKEEPER-977","4.6.0"
"904","BOOKKEEPER-929","4.6.0"
"905","BOOKKEEPER-915","4.6.0"
"906","BOOKKEEPER-824","4.6.0"
"907","BOOKKEEPER-818","4.6.0"
"908","BOOKKEEPER-816","4.6.0"
"909","BOOKKEEPER-808","4.6.0"
"910","BOOKKEEPER-792","4.6.0"
"911","BOOKKEEPER-628","4.6.0"
"912","BOOKKEEPER-613","4.6.0"
