"Dataset","#TrainingRelease","%Training","%DefectiveInTraining","%DefectiveInTesting","Classifier","Balancing","Feature Selection","TruePositive","FalsePositive","TrueNegative","FalseNegative","Precision","Recall","AUC","Kappa"
"BOOK","6","85.71428571428571","0.030635400907715583","0.021266540642722116","Random Forest","No Sampling","No Selection","0.3333333333333333","0.002898550724637681","0.9971014492753624","0.6666666666666666","0.7142857142857143","0.3333333333333333","0.9824369296833065","0.44705882352941023"
"BOOK","6","85.71428571428571","0.030635400907715583","0.021266540642722116","Random Forest","No Sampling","Best First","0.3111111111111111","0.0024154589371980675","0.9975845410628019","0.6888888888888889","0.7368421052631579","0.3111111111111111","0.903515834675255","0.43030303030303035"
"BOOK","6","85.71428571428571","0.030635400907715583","0.021266540642722116","Random Forest","Oversampling","No Selection","0.9777777777777777","0.0893719806763285","0.9106280193236715","0.022222222222222223","0.19213973799126638","0.9777777777777777","0.9798336017176597","0.29613526570048293"
"BOOK","6","85.71428571428571","0.030635400907715583","0.021266540642722116","Random Forest","Oversampling","Best First","0.6444444444444445","0.04541062801932367","0.9545893719806763","0.35555555555555557","0.23577235772357724","0.6444444444444445","0.8064747718733226","0.3241830065359483"
"BOOK","6","85.71428571428571","0.030635400907715583","0.021266540642722116","Random Forest","Undersampling","No Selection","1.0","0.08405797101449275","0.9159420289855073","0.0","0.2054794520547945","1.0","0.9827375201288244","0.3167919799498745"
"BOOK","6","85.71428571428571","0.030635400907715583","0.021266540642722116","Random Forest","Undersampling","Best First","0.6555555555555556","0.042753623188405795","0.9572463768115942","0.34444444444444444","0.25","0.6555555555555556","0.8150429414922169","0.34168350168350176"
"BOOK","6","85.71428571428571","0.030635400907715583","0.021266540642722116","Random Forest","SMOTE","No Selection","0.35555555555555557","0.003381642512077295","0.9966183574879227","0.6444444444444445","0.6956521739130435","0.35555555555555557","0.9851422436929683","0.4628571428571418"
"BOOK","6","85.71428571428571","0.030635400907715583","0.021266540642722116","Random Forest","SMOTE","Best First","0.3111111111111111","0.0024154589371980675","0.9975845410628019","0.6888888888888889","0.7368421052631579","0.3111111111111111","0.8948148148148148","0.43030303030303035"
"BOOK","6","85.71428571428571","0.030635400907715583","0.021266540642722116","Naive Bayes","No Sampling","No Selection","0.8666666666666667","0.05314009661835749","0.9468599033816425","0.13333333333333333","0.26174496644295303","0.8666666666666667","0.9729414922168546","0.3818594104308394"
"BOOK","6","85.71428571428571","0.030635400907715583","0.021266540642722116","Naive Bayes","No Sampling","Best First","0.8666666666666667","0.04468599033816425","0.9553140096618358","0.13333333333333333","0.2965779467680608","0.8666666666666667","0.9667391304347827","0.42365390600684705"
"BOOK","6","85.71428571428571","0.030635400907715583","0.021266540642722116","Naive Bayes","Oversampling","No Selection","0.9333333333333333","0.06280193236714976","0.9371980676328503","0.06666666666666667","0.2441860465116279","0.9333333333333333","0.9718840579710145","0.3657026889903601"
"BOOK","6","85.71428571428571","0.030635400907715583","0.021266540642722116","Naive Bayes","Oversampling","Best First","0.9","0.049516908212560384","0.9504830917874396","0.1","0.28321678321678323","0.9","0.9764801395598497","0.41181286549707674"
"BOOK","6","85.71428571428571","0.030635400907715583","0.021266540642722116","Naive Bayes","Undersampling","No Selection","0.9111111111111111","0.06086956521739131","0.9391304347826087","0.08888888888888889","0.24550898203592814","0.9111111111111111","0.9718786902844874","0.3655244029075807"
"BOOK","6","85.71428571428571","0.030635400907715583","0.021266540642722116","Naive Bayes","Undersampling","Best First","0.8888888888888888","0.04855072463768116","0.9514492753623188","0.1111111111111111","0.2846975088967972","0.8888888888888888","0.9766841116478797","0.41232592592592576"
"BOOK","6","85.71428571428571","0.030635400907715583","0.021266540642722116","Naive Bayes","SMOTE","No Selection","0.8888888888888888","0.05507246376811594","0.9449275362318841","0.1111111111111111","0.2597402597402597","0.8888888888888888","0.9728126677402039","0.38164731896075177"
"BOOK","6","85.71428571428571","0.030635400907715583","0.021266540642722116","Naive Bayes","SMOTE","Best First","0.8777777777777778","0.04565217391304348","0.9543478260869566","0.12222222222222222","0.2947761194029851","0.8777777777777778","0.9669967793880837","0.4229588704726834"
"BOOK","6","85.71428571428571","0.030635400907715583","0.021266540642722116","IBK","No Sampling","No Selection","0.4","0.002898550724637681","0.9971014492753624","0.6","0.75","0.4","0.6985507246376812","0.5145539906103279"
"BOOK","6","85.71428571428571","0.030635400907715583","0.021266540642722116","IBK","No Sampling","Best First","0.32222222222222224","0.0036231884057971015","0.9963768115942029","0.6777777777777778","0.6590909090909091","0.32222222222222224","0.505330112721417","0.42479871175523215"
