"Version","Class","NFix","NRevision","NAuthor","LocAdded","LocDeleted","LocTouched","MaxLockAdded","AverageLockAdded","Size","Age","Buggy"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/FunctionDesc.java","2","89","1","47419","103169","150588","47419","47419.0","224","0","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/FunctionDescBuilder.java","0","0","0","0","0","0","0","0","105","129","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/IndexDesc.java","2","75","1","61564","150556","212120","61564","61564.0","164","0","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/IndexMeta.java","0","0","0","0","0","0","0","0","180","88","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/json/CatalogGsonHelper.java","1","75","1","0","0","0","0","0","82","0","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/json/FunctionAdapter.java","2","52","1","0","0","0","0","0","56","0","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/json/SchemaAdapter.java","0","0","0","0","0","0","0","0","57","122","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/json/TableMetaAdapter.java","2","44","1","82589","292140","374729","82589","82589.0","53","0","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/ListSchemaBuilder.java","0","0","0","0","0","0","0","0","49","126","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/MetadataProvider.java","0","0","0","110444","136696","247140","110444","110444.0","73","89","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/NestedPathUtil.java","0","0","0","0","0","0","0","0","90","76","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/partition/PartitionDesc.java","0","0","0","1814","2898","4712","1814","1814.0","166","4","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/partition/PartitionMethodDesc.java","0","0","0","23850","30434","54284","23850","23850.0","159","9","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/Schema.java","4","45","1","50436","118362","168798","50436","50436.0","107","0","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/SchemaBuilder.java","0","0","0","0","0","0","0","0","182","126","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/SchemaFactory.java","0","0","0","0","0","0","0","0","27","122","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/SchemaLegacy.java","0","0","0","0","0","0","0","0","485","122","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/SchemaObject.java","0","23","1","0","0","0","0","0","23","0","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/SchemaUtil.java","1","31","1","50436","118362","168798","50436","50436.0","261","0","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/SetSchemaBuilder.java","0","0","0","0","0","0","0","0","60","126","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/SortSpec.java","3","102","1","60663","137490","198153","60663","60663.0","122","0","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/statistics/ColumnStats.java","3","162","1","50133","157758","207891","50133","50133.0","174","0","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/statistics/Stat.java","0","107","1","0","0","0","0","0","107","0","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/statistics/StatisticsUtil.java","3","89","1","59628","131090","190718","59628","59628.0","185","0","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/statistics/StatSet.java","1","131","1","60663","137490","198153","60663","60663.0","150","0","NO"
