"2014-01-17","GlobalPlanner.java","50436","118362","168798"
"2015-04-27","GlobalPlanner.java","83622","332563","416185"
"2013-12-30","GlobalPlanner.java","49243","108959","158202"
"2015-07-22","GlobalPlanner.java","83983","381308","465291"
"2014-07-09","GlobalPlanner.java","82121","207772","289893"
"2014-07-09","GlobalPlanner.java","82121","209209","291330"
"2014-02-04","GlobalPlanner.java","59688","132401","192089"
"2014-06-02","GlobalPlanner.java","82129","202663","284792"
"2015-07-30","GlobalPlanner.java","84059","384589","468648"
"2014-01-22","GlobalPlanner.java","50605","120404","171009"
"2015-07-22","TestRightOuterMergeJoinExec.java","19007","20070","39077"
"2015-06-24","CreateTable.java","76682","378791","455473"
"2014-03-20","CreateTable.java","51937","146878","198815"
"2013-10-31","CreateTable.java","33029","77658","110687"
"2015-09-23","CreateTable.java","77666","415656","493322"
"2014-01-17","CreateTable.java","40534","114409","154943"
"2014-07-09","CreateTable.java","75237","206837","282074"
"2014-05-12","CreateTable.java","75249","190718","265967"
"2014-11-18","CreateTable.java","75706","291206","366912"
"2015-04-13","CreateTable.java","76720","327654","404374"
"2014-03-31","CreateTable.java","52228","150524","202752"
"2014-01-20","CreateTable.java","40568","114792","155360"
"2013-12-18","CreateTable.java","36416","100337","136753"
"2013-12-03","CreateTable.java","36108","89962","126070"
"2014-08-11","GlobalPlanner.java","119572","205730","325302"
"2013-12-20","GlobalPlanner.java","3679","12264","15943"
"2014-10-25","GlobalPlanner.java","119906","267061","386967"
"2014-02-20","GlobalPlanner.java","41414","70135","111549"
"2013-12-26","GlobalPlanner.java","4557","14168","18725"
"2014-12-30","GlobalPlanner.java","120290","298261","418551"
"2015-09-28","GlobalPlanner.java","124306","411566","535872"
"2015-03-24","GlobalPlanner.java","122831","311219","434050"
"2015-10-09","GlobalPlanner.java","124328","412290","536618"
"2014-01-02","GlobalPlanner.java","12586","25680","38266"
"2015-05-27","GlobalPlanner.java","123049","365932","488981"
"2014-05-07","GlobalPlanner.java","118880","176257","295137"
"2014-06-26","GlobalPlanner.java","118947","190310","309257"
"2015-04-29","GlobalPlanner.java","122896","325109","448005"
"2015-08-04","GlobalPlanner.java","123712","377418","501130"
"2015-11-18","GlobalPlanner.java","124401","414391","538792"
"2014-01-25","GlobalPlanner.java","19079","40465","59544"
"2015-03-19","GlobalPlanner.java","122822","309742","432564"
"2014-01-28","GlobalPlanner.java","21223","42485","63708"
"2014-05-16","GlobalPlanner.java","118913","181249","300162"
"2015-12-03","GlobalPlanner.java","124431","416338","540769"
"2014-02-17","GlobalPlanner.java","40755","68058","108813"
"2013-12-06","GlobalPlanner.java","292","809","1101"
"2014-01-07","GlobalPlanner.java","14331","27553","41884"
"2014-01-17","GlobalPlanner.java","17202","36036","53238"
"2015-04-27","GlobalPlanner.java","122896","322745","445641"
"2013-12-30","GlobalPlanner.java","11377","22001","33378"
"2015-07-22","GlobalPlanner.java","123570","371803","495373"
"2014-07-09","GlobalPlanner.java","119028","195587","314615"
"2014-07-09","GlobalPlanner.java","119028","197024","316052"
"2014-02-04","GlobalPlanner.java","39147","62768","101915"
"2014-06-02","GlobalPlanner.java","118920","190362","309282"
"2015-07-30","GlobalPlanner.java","123661","375099","498760"
"2014-01-22","GlobalPlanner.java","18100","38807","56907"
"2014-10-25","GlobalPlanner.java","33915","94912","128827"
"2014-12-30","GlobalPlanner.java","70872","162685","233557"
"2015-09-28","GlobalPlanner.java","139393","340495","479888"
"2015-03-24","GlobalPlanner.java","84289","186519","270808"
"2015-10-09","GlobalPlanner.java","139529","341333","480862"
"2015-05-27","GlobalPlanner.java","96977","253702","350679"
"2015-04-29","GlobalPlanner.java","88814","204869","293683"
"2015-08-04","GlobalPlanner.java","106544","274092","380636"
"2015-11-18","GlobalPlanner.java","140016","343848","483864"
"2015-03-19","GlobalPlanner.java","84259","185021","269280"
"2015-12-03","GlobalPlanner.java","140181","345930","486111"
"2015-04-27","GlobalPlanner.java","88789","202480","291269"
"2015-07-22","GlobalPlanner.java","105001","267076","372077"
