"Index","Ticket","FixVersion"
"792","TAJO-890","0.9.0"
"793","TAJO-887","0.9.0"
"794","TAJO-886","0.9.0"
"795","TAJO-884","0.9.0"
"796","TAJO-882","0.9.0"
"797","TAJO-881","0.9.0"
"798","TAJO-880","0.9.0"
"799","TAJO-879","0.9.0"
"800","TAJO-874","0.9.0"
"801","TAJO-873","0.9.0"
"802","TAJO-872","0.9.0"
"803","TAJO-872","0.8.1"
"804","TAJO-870","0.9.0"
"805","TAJO-869","0.9.0"
"806","TAJO-868","0.9.0"
"807","TAJO-867","0.9.0"
"808","TAJO-866","0.9.0"
"809","TAJO-864","0.9.0"
"810","TAJO-863","0.9.0"
"811","TAJO-862","0.9.0"
"812","TAJO-862","0.8.1"
"813","TAJO-861","0.9.0"
"814","TAJO-860","0.9.0"
"815","TAJO-859","0.9.0"
"816","TAJO-853","0.9.0"
"817","TAJO-852","0.9.0"
"818","TAJO-851","0.9.0"
"819","TAJO-850","0.9.0"
"820","TAJO-849","0.9.0"
"821","TAJO-848","0.9.0"
"822","TAJO-847","0.9.0"
"823","TAJO-846","0.9.0"
"824","TAJO-844","0.9.0"
"825","TAJO-843","0.9.0"
"826","TAJO-842","0.9.0"
"827","TAJO-840","0.9.0"
"828","TAJO-837","0.9.0"
"829","TAJO-836","0.9.0"
"830","TAJO-834","0.9.0"
"831","TAJO-833","0.9.0"
"832","TAJO-833","0.8.1"
"833","TAJO-832","0.9.0"
"834","TAJO-830","0.9.0"
"835","TAJO-829","0.9.0"
"836","TAJO-829","0.8.1"
"837","TAJO-827","0.9.0"
"838","TAJO-827","0.8.1"
"839","TAJO-824","0.9.0"
"840","TAJO-823","0.9.0"
"841","TAJO-821","0.9.0"
"842","TAJO-821","0.8.1"
"843","TAJO-820","0.9.0"
"844","TAJO-819","0.9.0"
"845","TAJO-819","0.8.1"
"846","TAJO-817","0.9.0"
"847","TAJO-816","0.9.0"
"848","TAJO-816","0.8.1"
"849","TAJO-814","0.9.0"
"850","TAJO-813","0.9.0"
"851","TAJO-812","0.9.0"
"852","TAJO-812","0.8.1"
"853","TAJO-811","0.9.0"
"854","TAJO-810","0.9.0"
"855","TAJO-808","0.9.0"
"856","TAJO-807","0.9.0"
"857","TAJO-806","0.9.0"
"858","TAJO-806","0.8.1"
"859","TAJO-805","0.9.0"
"860","TAJO-805","0.8.1"
"861","TAJO-804","0.9.0"
"862","TAJO-804","0.8.1"
"863","TAJO-803","0.9.0"
"864","TAJO-802","0.9.0"
"865","TAJO-802","0.8.1"
"866","TAJO-801","0.9.0"
"867","TAJO-801","0.8.1"
"868","TAJO-800","0.9.0"
"869","TAJO-799","0.9.0"
"870","TAJO-797","0.9.0"
"871","TAJO-795","0.9.0"
"872","TAJO-795","0.8.1"
"873","TAJO-793","0.9.0"
"874","TAJO-792","0.9.0"
"875","TAJO-792","0.8.1"
"876","TAJO-791","0.9.0"
"877","TAJO-790","0.9.0"
"878","TAJO-789","0.9.0"
"879","TAJO-783","0.9.0"
"880","TAJO-779","0.9.0"
"881","TAJO-778","0.9.0"
"882","TAJO-769","0.9.0"
"883","TAJO-766","0.9.0"
"884","TAJO-762","0.9.0"
"885","TAJO-761","0.9.0"
"886","TAJO-761","0.8.1"
"887","TAJO-758","0.9.0"
"888","TAJO-734","0.9.0"
"889","TAJO-730","0.9.0"
"890","TAJO-715","0.9.0"
"891","TAJO-709","0.9.0"
"892","TAJO-704","0.9.0"
"893","TAJO-699","0.9.0"
"894","TAJO-673","0.9.0"
"895","TAJO-668","0.9.0"
"896","TAJO-667","0.9.0"
"897","TAJO-662","0.9.0"
"898","TAJO-654","0.9.0"
"899","TAJO-648","0.9.0"
"900","TAJO-624","0.9.0"
"901","TAJO-617","0.9.0"
"902","TAJO-605","0.9.0"
"903","TAJO-602","0.9.0"
"904","TAJO-587","0.9.0"
"905","TAJO-425","0.9.0"
"906","TAJO-196","0.9.0"
"907","TAJO-153","0.9.0"
"908","TAJO-20","0.9.0"
"909","TAJO-465","DAG-execplan-branch"
"910","TAJO-266","DAG-execplan-branch"
"911","TAJO-1415","window function"
"912","TAJO-1287","window function"
"913","TAJO-1287","0.10.0"
"914","TAJO-922","window function"
"915","TAJO-920","window function"
"916","TAJO-920","0.10.0"
"917","TAJO-919","window function"
"918","TAJO-774","window function"
"919","TAJO-757","window function"
"920","TAJO-756","window function"
"921","TAJO-875","0.8.1"
"922","TAJO-1608","index support"
"923","TAJO-1594","index support"
"924","TAJO-1302","index support"
"925","TAJO-1301","index support"
"926","TAJO-1298","index support"
"927","TAJO-1356","0.10.0"
"928","TAJO-1356","0.11.0"
"929","TAJO-1336","0.10.0"
"930","TAJO-1328","0.10.0"
"931","TAJO-1328","0.11.0"
"932","TAJO-1325","0.10.0"
"933","TAJO-1325","0.11.0"
"934","TAJO-1324","0.10.0"
"935","TAJO-1324","0.11.0"
"936","TAJO-1323","0.10.0"
"937","TAJO-1322","0.10.0"
"938","TAJO-1321","0.10.0"
"939","TAJO-1320","0.10.0"
"940","TAJO-1319","0.10.0"
"941","TAJO-1318","0.10.0"
"942","TAJO-1317","0.10.0"
"943","TAJO-1316","0.10.0"
"944","TAJO-1316","0.11.0"
"945","TAJO-1315","0.10.0"
"946","TAJO-1313","0.10.0"
"947","TAJO-1312","0.10.0"
"948","TAJO-1309","0.10.0"
"949","TAJO-1308","0.10.0"
"950","TAJO-1307","0.10.0"
"951","TAJO-1306","0.10.0"
"952","TAJO-1305","0.10.0"
"953","TAJO-1304","0.10.0"
"954","TAJO-1303","0.10.0"
"955","TAJO-1299","0.10.0"
"956","TAJO-1297","0.10.0"
"957","TAJO-1296","0.10.0"
"958","TAJO-1295","0.10.0"
"959","TAJO-1294","0.10.0"
"960","TAJO-1293","0.10.0"
"961","TAJO-1291","0.10.0"
"962","TAJO-1290","0.10.0"
"963","TAJO-1289","0.10.0"
"964","TAJO-1288","0.10.0"
"965","TAJO-1286","0.10.0"
"966","TAJO-1285","0.10.0"
"967","TAJO-1283","0.10.0"
"968","TAJO-1283","0.11.0"
"969","TAJO-1282","0.10.0"
"970","TAJO-1281","0.10.0"
"971","TAJO-1280","0.10.0"
"972","TAJO-1279","0.10.0"
"973","TAJO-1278","0.10.0"
"974","TAJO-1277","0.10.0"
"975","TAJO-1277","0.11.0"
"976","TAJO-1275","0.10.0"
"977","TAJO-1274","0.10.0"
"978","TAJO-1270","0.10.0"
"979","TAJO-1269","0.10.0"
"980","TAJO-1269","0.11.0"
"981","TAJO-1268","0.10.0"
"982","TAJO-1267","0.10.0"
"983","TAJO-1265","0.10.0"
"984","TAJO-1262","0.10.0"
"985","TAJO-1261","0.10.0"
"986","TAJO-1260","0.10.0"
"987","TAJO-1260","0.11.0"
"988","TAJO-1259","0.10.0"
"989","TAJO-1258","0.10.0"
"990","TAJO-1257","0.10.0"
"991","TAJO-1254","0.10.0"
"992","TAJO-1252","0.10.0"
"993","TAJO-1251","0.10.0"
"994","TAJO-1250","0.10.0"
"995","TAJO-1249","0.10.0"
"996","TAJO-1247","0.10.0"
"997","TAJO-1246","0.10.0"
"998","TAJO-1245","0.10.0"
"999","TAJO-1244","0.10.0"
"1000","TAJO-1243","0.10.0"
"1001","TAJO-1242","0.10.0"
"1002","TAJO-1241","0.10.0"
"1003","TAJO-1239","0.10.0"
"1004","TAJO-1238","0.10.0"
"1005","TAJO-1237","0.10.0"
"1006","TAJO-1236","0.10.0"
"1007","TAJO-1235","0.10.0"
"1008","TAJO-1234","0.10.0"
"1009","TAJO-1233","0.10.0"
"1010","TAJO-1232","0.10.0"
"1011","TAJO-1231","0.10.0"
"1012","TAJO-1230","0.10.0"
"1013","TAJO-1229","0.10.0"
"1014","TAJO-1228","0.10.0"
"1015","TAJO-1227","0.10.0"
"1016","TAJO-1225","0.10.0"
"1017","TAJO-1224","0.10.0"
"1018","TAJO-1223","0.10.0"
"1019","TAJO-1222","0.10.0"
"1020","TAJO-1221","0.10.0"
"1021","TAJO-1220","0.10.0"
"1022","TAJO-1219","0.10.0"
"1023","TAJO-1213","0.10.0"
"1024","TAJO-1211","0.10.0"
"1025","TAJO-1210","0.10.0"
"1026","TAJO-1209","0.10.0"
"1027","TAJO-1208","0.10.0"
"1028","TAJO-1205","0.10.0"
"1029","TAJO-1204","0.10.0"
"1030","TAJO-1200","0.10.0"
"1031","TAJO-1199","0.10.0"
"1032","TAJO-1197","0.10.0"
"1033","TAJO-1195","0.10.0"
"1034","TAJO-1194","0.10.0"
"1035","TAJO-1192","0.10.0"
"1036","TAJO-1191","0.10.0"
"1037","TAJO-1190","0.10.0"
"1038","TAJO-1189","0.10.0"
"1039","TAJO-1188","0.10.0"
"1040","TAJO-1187","0.10.0"
"1041","TAJO-1186","0.10.0"
"1042","TAJO-1185","0.10.0"
"1043","TAJO-1184","0.10.0"
"1044","TAJO-1183","0.10.0"
"1045","TAJO-1181","0.10.0"
"1046","TAJO-1180","0.10.0"
"1047","TAJO-1179","0.10.0"
"1048","TAJO-1177","0.10.0"
"1049","TAJO-1176","0.10.0"
"1050","TAJO-1174","0.10.0"
"1051","TAJO-1172","0.10.0"
"1052","TAJO-1169","0.10.0"
"1053","TAJO-1166","0.10.0"
"1054","TAJO-1165","0.10.0"
"1055","TAJO-1163","0.10.0"
"1056","TAJO-1162","0.10.0"
"1057","TAJO-1161","0.10.0"
"1058","TAJO-1160","0.10.0"
"1059","TAJO-1160","0.11.0"
"1060","TAJO-1159","0.10.0"
"1061","TAJO-1158","0.10.0"
"1062","TAJO-1157","0.10.0"
"1063","TAJO-1154","0.10.0"
"1064","TAJO-1153","0.10.0"
"1065","TAJO-1152","0.10.0"
"1066","TAJO-1151","0.10.0"
"1067","TAJO-1150","0.10.0"
"1068","TAJO-1149","0.10.0"
"1069","TAJO-1145","0.10.0"
"1070","TAJO-1143","0.10.0"
"1071","TAJO-1141","0.10.0"
"1072","TAJO-1140","0.10.0"
"1073","TAJO-1139","0.10.0"
"1074","TAJO-1138","0.10.0"
"1075","TAJO-1133","0.10.0"
"1076","TAJO-1132","0.10.0"
"1077","TAJO-1129","0.10.0"
"1078","TAJO-1128","0.10.0"
"1079","TAJO-1126","0.10.0"
"1080","TAJO-1125","0.10.0"
"1081","TAJO-1119","0.10.0"
"1082","TAJO-1118","0.10.0"
"1083","TAJO-1114","0.10.0"
"1084","TAJO-1109","0.10.0"
"1085","TAJO-1108","0.10.0"
"1086","TAJO-1100","0.10.0"
"1087","TAJO-1095","0.10.0"
"1088","TAJO-1092","0.10.0"
"1089","TAJO-1092","block_iteration"
"1090","TAJO-1064","0.10.0"
"1091","TAJO-1063","0.10.0"
"1092","TAJO-1053","0.10.0"
"1093","TAJO-1035","0.10.0"
"1094","TAJO-1032","0.10.0"
"1095","TAJO-1026","0.10.0"
"1096","TAJO-1003","0.10.0"
"1097","TAJO-930","0.10.0"
"1098","TAJO-831","0.10.0"
"1099","TAJO-784","0.10.0"
"1100","TAJO-324","0.10.0"
"1101","TAJO-269","0.10.0"
"1102","TAJO-235","0.10.0"
"1103","TAJO-233","0.10.0"
"1104","TAJO-1124","block_iteration"
"1105","TAJO-1090","block_iteration"
"1106","TAJO-1089","block_iteration"
"1107","TAJO-1088","block_iteration"
"1108","TAJO-1087","block_iteration"
"1109","TAJO-1086","block_iteration"
"1110","TAJO-1085","block_iteration"
"1111","TAJO-1084","block_iteration"
"1112","TAJO-1083","block_iteration"
"1113","TAJO-1082","block_iteration"
"1114","TAJO-1080","block_iteration"
"1115","TAJO-1059","block_iteration"
"1116","TAJO-1058","block_iteration"
"1117","TAJO-1057","block_iteration"
"1118","TAJO-1055","block_iteration"
"1119","TAJO-1045","block_iteration"
"1120","TAJO-1044","block_iteration"
"1121","TAJO-1043","block_iteration"
"1122","TAJO-1042","block_iteration"
"1123","TAJO-1041","block_iteration"
"1124","TAJO-1131","hbase_storage"
"1125","TAJO-1127","hbase_storage"
"1126","TAJO-1123","hbase_storage"
"1127","TAJO-1122","hbase_storage"
"1128","TAJO-1121","hbase_storage"
"1129","TAJO-1933","0.11.0"
"1130","TAJO-1928","0.11.0"
"1131","TAJO-1928","0.12.0"
"1132","TAJO-1926","0.11.0"
"1133","TAJO-1924","0.11.0"
"1134","TAJO-1924","0.12.0"
"1135","TAJO-1923","0.11.0"
"1136","TAJO-1918","0.11.0"
"1137","TAJO-1917","0.11.0"
"1138","TAJO-1914","0.11.0"
"1139","TAJO-1913","0.11.0"
"1140","TAJO-1913","0.12.0"
"1141","TAJO-1912","0.11.0"
